Removed Pin From Net: NetName=VCC_Sense Pin=R24-1
Removed Pin From Net: NetName=Ard_A7 Pin=R24-2
Removed Pin From Net: NetName=V12P0_Sense Pin=R25-1
Removed Pin From Net: NetName=Ard_A0 Pin=R25-2
Removed Pin From Net: NetName=V5P0_S_Sense Pin=R26-1
Removed Pin From Net: NetName=Ard_A1 Pin=R26-2
Removed Pin From Net: NetName=V5P0_Sense Pin=R27-1
Removed Pin From Net: NetName=Ard_A2 Pin=R27-2
Removed Pin From Net: NetName=V3P3 Pin=R28-1
Removed Pin From Net: NetName=Ard_A3 Pin=R28-2
Removed Member From Class: ClassName=Designator Member=R27
Removed Member From Class: ClassName=Designator Member=R28
Removed Member From Class: ClassName=R25_Nets Member=Ard_A0
Removed Member From Class: ClassName=R26_Nets Member=Ard_A1
Removed Member From Class: ClassName=R27_Nets Member=Ard_A2
Removed Member From Class: ClassName=R28_Nets Member=Ard_A3
Removed Member From Class: ClassName=R24_Nets Member=Ard_A7
Removed Member From Class: ClassName=J2_Nets Member=Ard_D9
Removed Member From Class: ClassName=TB1_Nets Member=Ard_D9
Removed Member From Class: ClassName=J2_Nets Member=Ard_D10
Removed Member From Class: ClassName=TB1_Nets Member=Ard_D10
Removed Member From Class: ClassName=J2_Nets Member=Ard_D11
Removed Member From Class: ClassName=TB1_Nets Member=Ard_D11
Removed Member From Class: ClassName=J2_Nets Member=Ard_D12
Removed Member From Class: ClassName=TB1_Nets Member=Ard_D12
Removed Member From Class: ClassName=R28_Nets Member=V3P3
Removed Member From Class: ClassName=R26_Nets Member=V5P0_S_Sense
Removed Member From Class: ClassName=R27_Nets Member=V5P0_Sense
Removed Member From Class: ClassName=R25_Nets Member=V12P0_Sense
Removed Member From Class: ClassName=R24_Nets Member=VCC_Sense
Change Component Footprint: Designator=R26 Old Footprint=RESC2013X50X30LL20T20 New Footprint=0603
Change Component Footprint: Designator=R24 Old Footprint=RESC2013X50X30LL20T20 New Footprint=FP-CRCW0805-e3-IPC_C
Change Component Footprint: Designator=R25 Old Footprint=RESC2013X50X30LL20T20 New Footprint=FP-CRCW0805-e3-IPC_C
Change Component Footprint: Designator=R27 Old Footprint=RESC2013X50X30LL20T20 New Footprint=RESC1609X50X30NL8T20
Change Component Footprint: Designator=R28 Old Footprint=RESC2013X50X30LL20T20 New Footprint=RESC1609X50X30NL8T20
Change Component Comment : Designator=R27 Old Comment=CRCW08050000Z0EA New Comment=CRCW060310K0FKEA
Change Component Comment : Designator=R28 Old Comment=CRCW08050000Z0EA New Comment=CRCW060310K0FKEA
Change Component Comment : Designator=R25 Old Comment=CRCW08050000Z0EA New Comment=CRCW0805160KFKEA
Change Component Comment : Designator=R24 Old Comment=CRCW08050000Z0EA New Comment=CRCW0805470KFKEA
Change Component Comment : Designator=R26 Old Comment=CRCW08050000Z0EA New Comment=RC0603FR-0710KL
Change Managed Component Library Link : Designator=R24 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=78462138-499A-4A0D-A527-3027AB8F838F New ItemGUID=72A97697-1645-4E73-8D16-EA222C200573 Old RevisionGUID=B8426C4C-D616-46EA-83DD-42D624EF6A27 New RevisionGUID=4D2D6D3C-3064-4DF3-B8A2-03730CAE775F
Change Managed Component Library Link : Designator=R25 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=78462138-499A-4A0D-A527-3027AB8F838F New ItemGUID=1D54DB4C-C8A1-4172-9977-0C4CAF0559DA Old RevisionGUID=B8426C4C-D616-46EA-83DD-42D624EF6A27 New RevisionGUID=2A619318-5737-4240-B066-446582736BAD
Change Managed Component Library Link : Designator=R27 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=78462138-499A-4A0D-A527-3027AB8F838F New ItemGUID=1DB640A7-01FA-40C0-9C6B-F8AB2FC9493E Old RevisionGUID=B8426C4C-D616-46EA-83DD-42D624EF6A27 New RevisionGUID=CD1C2C1B-133A-4F07-A6D2-1D76A18A9CF7
Change Managed Component Library Link : Designator=R28 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=78462138-499A-4A0D-A527-3027AB8F838F New ItemGUID=1DB640A7-01FA-40C0-9C6B-F8AB2FC9493E Old RevisionGUID=B8426C4C-D616-46EA-83DD-42D624EF6A27 New RevisionGUID=CD1C2C1B-133A-4F07-A6D2-1D76A18A9CF7
Change Managed Component Library Link : Designator=R26 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID= Old ItemGUID=78462138-499A-4A0D-A527-3027AB8F838F New ItemGUID= Old RevisionGUID=B8426C4C-D616-46EA-83DD-42D624EF6A27 New RevisionGUID=
Change component parameters: Designator = "M4" ("M4"); Footprint = "TRANS_NexFET_Q5"; UniqueID = "\TGPOKRRE\JAQYGXUC" ("\TGPOKRRE\JAQYGXUC")
Add component (AddParameter): Name = "Digikey Description"; Value = "CAP CER 10UF 50V X7R 1210"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "2.7mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "GRM32ER71H106KA12L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Material"; Value = "Ceramic"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Description"; Value = "1210 10 uF 50 V ±10% Tolerance X7R SMT Multilayer Ceramic Capacitor"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Octopart"; Value = "https://octopart.com/grm32er71h106ka12l-murata-10470987"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = "GRM32"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "TRUE"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature"; Value = "-55°C to +125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Characteristic"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "15%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range High"; Value = "+125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range Low"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10uF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "50V"; VariantName = "[No Variations]"
Added Component: Designator=C52(FP-GRM32-MFG)
Add component (AddParameter): Name = "Automotive"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "10uF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Cap"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM32ER71H106KA12-01.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L1"; Value = "Passive Components"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L2"; Value = "Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L3"; Value = "Ceramic Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Digikey Description"; Value = "CAP CER 10UF 50V X7R 1210"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "2.7mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "GRM32ER71H106KA12L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Material"; Value = "Ceramic"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Description"; Value = "1210 10 uF 50 V ±10% Tolerance X7R SMT Multilayer Ceramic Capacitor"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Octopart"; Value = "https://octopart.com/grm32er71h106ka12l-murata-10470987"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = "GRM32"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "TRUE"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature"; Value = "-55°C to +125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Characteristic"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "15%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range High"; Value = "+125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range Low"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10uF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "50V"; VariantName = "[No Variations]"
Added Component: Designator=C53(FP-GRM32-MFG)
Add component (AddParameter): Name = "Automotive"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "10uF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Cap"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM32ER71H106KA12-01.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L1"; Value = "Passive Components"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L2"; Value = "Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L3"; Value = "Ceramic Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Digikey Description"; Value = "CAP CER 10UF 50V X7R 1210"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "2.7mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "GRM32ER71H106KA12L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Material"; Value = "Ceramic"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Description"; Value = "1210 10 uF 50 V ±10% Tolerance X7R SMT Multilayer Ceramic Capacitor"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Octopart"; Value = "https://octopart.com/grm32er71h106ka12l-murata-10470987"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = "GRM32"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "TRUE"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature"; Value = "-55°C to +125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Characteristic"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "15%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range High"; Value = "+125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range Low"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10uF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "50V"; VariantName = "[No Variations]"
Added Component: Designator=C54(FP-GRM32-MFG)
Add component (AddParameter): Name = "Automotive"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "10uF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Cap"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM32ER71H106KA12-01.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L1"; Value = "Passive Components"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L2"; Value = "Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L3"; Value = "Ceramic Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Digikey Description"; Value = "CAP CER 10UF 50V X7R 1210"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "2.7mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "GRM32ER71H106KA12L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Material"; Value = "Ceramic"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Description"; Value = "1210 10 uF 50 V ±10% Tolerance X7R SMT Multilayer Ceramic Capacitor"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Octopart"; Value = "https://octopart.com/grm32er71h106ka12l-murata-10470987"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = "GRM32"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "TRUE"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature"; Value = "-55°C to +125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Characteristic"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "15%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range High"; Value = "+125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range Low"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10uF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "50V"; VariantName = "[No Variations]"
Added Component: Designator=C55(FP-GRM32-MFG)
Add component (AddParameter): Name = "Automotive"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "10uF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Cap"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM32ER71H106KA12-01.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L1"; Value = "Passive Components"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L2"; Value = "Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L3"; Value = "Ceramic Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Digikey Description"; Value = "CAP CER 10UF 50V X7R 1210"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "2.7mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "GRM32ER71H106KA12L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Material"; Value = "Ceramic"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Description"; Value = "1210 10 uF 50 V ±10% Tolerance X7R SMT Multilayer Ceramic Capacitor"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Octopart"; Value = "https://octopart.com/grm32er71h106ka12l-murata-10470987"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = "GRM32"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "TRUE"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature"; Value = "-55°C to +125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Characteristic"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "15%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range High"; Value = "+125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range Low"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10uF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "50V"; VariantName = "[No Variations]"
Added Component: Designator=C56(FP-GRM32-MFG)
Add component (AddParameter): Name = "Automotive"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "10uF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Cap"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM32ER71H106KA12-01.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L1"; Value = "Passive Components"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L2"; Value = "Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L3"; Value = "Ceramic Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Digikey Description"; Value = "CAP CER 10UF 50V X7R 1210"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "2.7mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "GRM32ER71H106KA12L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Material"; Value = "Ceramic"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Description"; Value = "1210 10 uF 50 V ±10% Tolerance X7R SMT Multilayer Ceramic Capacitor"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Octopart"; Value = "https://octopart.com/grm32er71h106ka12l-murata-10470987"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = "GRM32"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "TRUE"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature"; Value = "-55°C to +125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Characteristic"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "15%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range High"; Value = "+125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range Low"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10uF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "50V"; VariantName = "[No Variations]"
Added Component: Designator=C57(CAPC1608X90X35LL10T15)
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "GRM188R71E473KA01D"; VariantName = "[No Variations]"
Added Component: Designator=C58(FP-C1608-080-0_1-IPC_C)
Add component (AddParameter): Name = "Capacitance"; Value = "56pF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case Code (Imperial)"; Value = "0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case Code (Metric)"; Value = "1608"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case/Package"; Value = "0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Construction"; Value = "Flat"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Depth"; Value = "0.8mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dielectric"; Value = "C0G"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dielectric Material"; Value = "Ceramic"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "0.8mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "1.6mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Quantity"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Radiation Hardening"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "REACH SVHC"; Value = "No SVHC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Termination"; Value = "SMD/SMT"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness"; Value = "0.037inch"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "5%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "50V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating (DC)"; Value = "50V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Weight"; Value = "7.1E-05oz"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Width"; Value = "0.031inch"; VariantName = "[No Variations]"
Added Component: Designator=C59(CAPC1608X90X35ML10T15)
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "GRM188R72A472KA01D"; VariantName = "[No Variations]"
Added Component: Designator=L5(FP-HCV1206-R42-R-MFG)
Add component (AddParameter): Name = "Case/Package"; Value = "Nonstandard"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Core Material"; Value = "Ferrite"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Current Rating"; Value = "16A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DC Resistance (DCR)"; Value = "3.15mR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "0.201inch"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Inductance"; Value = "420nH"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "0.48inch"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistor Type"; Value = "Wirewound"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Saturation Current"; Value = "42A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Shielding"; Value = "Unshielded"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Test Frequency"; Value = "100kHz"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Width"; Value = "0.386inch"; VariantName = "[No Variations]"
Added Component: Designator=L6(FP-HCV1206-R42-R-MFG)
Add component (AddParameter): Name = "Case/Package"; Value = "Nonstandard"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Core Material"; Value = "Ferrite"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Current Rating"; Value = "16A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DC Resistance (DCR)"; Value = "3.15mR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "0.201inch"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Inductance"; Value = "420nH"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "0.48inch"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistor Type"; Value = "Wirewound"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Saturation Current"; Value = "42A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Shielding"; Value = "Unshielded"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Test Frequency"; Value = "100kHz"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Width"; Value = "0.386inch"; VariantName = "[No Variations]"
Added Component: Designator=R30(RESC1609X50X30NL8T20)
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Manufacturer URL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.vishay.com/"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://datasheet.ciiva.com/11809/0900766b80d98afc-11809037.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DatasheetVersion"; Value = "06/2012"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "0.45 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "1.55 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Vishay Semiconductor"; VariantName = "[No Variations]"
